,0,full_statement,sentiment,GF_complexity
12,Gisela Schwab,"Sure, absolutely. Thank you for the question. And the question was around when do we get a first look on the phase 1 data. Peter referred to a little bit of the pharmacokinetic data that was included in the recent presentation and showed already that the molecule is behaving as hoped for when it was designed. And that it has shown a shorter half-life of about 24 hours or so. And regarding further data, we’ll present data, certainly when we have mature data, and just know that we are hoping to start at late stage studies and 2021. And of course, we see the data before we even get to presenting or publishing it. And so we can make decisions certainly, a little bit earlier and as you – as we do, you’ll see us move forward in that direction.",0.04910714285714285,11.14
13,Peter Lamb,"Yes. I mean, just to take your question on the kinds of IO modalities might be good to combine XL092 with, I mean, I think I’ll be with – there’s a broad opportunity there beyond the oldest, PD-1, PDL-1, CTLA4 as you have commented, in which we already have clinical POC essentially from cabozantinib. Obviously, we’ll continue to look at the development of additional IO agents be they novel checkpoint inhibitors, be they cytokines, and all of which could, could end up being appropriate combination partners, even a double, or potentially even triplets with XL092 depending upon the indication on the savings.",0.07083333333333333,25.89
14,Mike Morrissey,"Okay, great. Thank you, Peter. Thanks, Gisela. Asthika, on the BD side, as we said previously, we’re very focused on using business development activities, to expand our pipeline of either clinical and/or preclinical compounds that we’re pursuing. We certainly did number of deals to announce this quarter with NBE and Catalent’s on the ADC side, we have a whole roster, a line-up of potential deals kind of coming down the pipe, when those get done. if those get done, we’ll talk about those in more detail.,Obviously, we have, I think, a pretty good feeling for the kind of activity we’re looking for. The obvious importance of if possible, combining with the – with 092 as we go forward as well. So, there’s lots of opportunity and it’s a full team effort here in terms of how we’re focused to make sure that we make the right investments for the right assets at the right time for the right value, right. So – but we’re very excited about the recent additions to our – to the network of collaborators that we have and looking forward to getting those collaborations going and really tracking at full speed.",0.30480006105006097,16.69
15,Asthika Goonewardene,"Great. Thanks a lot, guys.",0.5,2.0
16,Mike Morrissey,You bet.,0.0,0.8
17,Operator,Thank you. Our next question is going to come from the line of Jason Gerberry with bank of America.,0.0,9.71
18,Chi Tran,"Hi. Good afternoon. Good evening, everyone. This is Chi on for Jason. Thanks for taking our questions. I guess maybe, first one for me is that, you talk about ICI combo’ed in renal, talk about that there’s about 20% of the patients, who use the ICI combo? The curious, do you have a split between IO/IO versus IO/TKI 20% and were these patients, did they receive TKI monotherapy or were the IO retreatment, where say they may have received an IO/TKI in frontline and next is to an IO/IO in second line?",0.24999999999999997,8.66
19,P.J. Haley,"Yes. Hi, chi. Thanks for the question. This is P.J. I’ll take that. So, as I mentioned, we think of the -9ER opportunities is very large and broad. and per your question, looking at the current sort of market share of IO combinations, in RCC, the 20% is in second line. So, what we see and this is all according to brand impact, there’s IQVIA data in first-line IO combinations account for about 80% of the market, right. And that’s a larger place and that’s the – a large population, and that’s the setting, in which the -9ER study is done. So, we would anticipate really I’m taking that first-line setting. of the 80%, about 50% total of the market is IO/TKI. The 20%, I was referring to is second-line uptake of IO combinations, and that’s kind of a mix of IO/TKI and IO/IO. And this is again, according to brand impact. And you really see those coming after just a variety of first-line agents.,There’s no real strong pattern there. but I think what excites us about certainly, the -9ER data and the market research we’ve done with quite a large number of physicians at this point, is that the feedback on the data is very positive. As I mentioned with regards to the safety and tolerability, the efficacy data, quality of life data, and we think we’ll have a significant opportunity particularly in that first-line setting there and think we can really drive a lot of market share. And as I mentioned also the duration of therapy aspect will be really significant for the business. When we look at 19 months of PFS by investigator, 20 months’ duration of response in the -9ER study. So, we believe that that duration of therapy will be long – certainly much longer than what we see in CABOMETYX monotherapy.",0.17669634658271025,11.11
20,Chi Tran,"Awesome. I guess, going back to the front line, it seems to be like IO/TKI keep pushing up a bit by bit every other quarter or so, do you see there’s opportunity for IO/TKI to expand further would be potential approval of -9ER and we’re right now added at 40%, 50%. where do you see that potentially can reach, waiting to see the potential filling for IO/TKI assignment in the frontline setting?",0.1450892857142857,31.02
21,P.J. Haley,"Yes. Yes. Great question, Chi. And as I mentioned, we kind of see that potential broad. So, the 50% IO/TKI, we certainly view as our profile being best-in-class and that’s the feedback we’re getting and being very competitive there. So, we think we can take share in that segment. We certainly believe we can take share in the other segments, lot broadly in the IO/IO segment as well as the 20% that our TKI monotherapy, because certainly, this is compelling data. And as we have the opportunity to educate physicians on it, we think we could expand the market and really steal share from all of those segments to benefit patients.",0.22857142857142856,9.56
22,Chi Tran,"Awesome. I guess maybe, a last one from me is that, if you guys can provide any color on your progress on your second-line and your prostate cohorts in COSMIC-021, and when can we potentially expect next data update for these two particular indications. Thank you.",0.23333333333333334,21.01
23,Mike Morrissey,"Gisela, do you want to take that one?",0.0,3.2
24,Gisela Schwab,"Absolutely. Thank you. Thanks for the question and happy to address that for CRPC and for non-small cell lung and the checkpoint inhibitor pre-treated population, we have presented data early in the year, I’d ask, would you and also at ASCO for the non-small cell lung cancer indication in both encouraging activity for the cabozantinib and atezolizumab combination, showing response rates for CRPC are 32% with a long duration and a disease control rate of 80%.,And likewise for the lung cohort, we saw a 27% response rate and disease control rate there as well. These cohorts, cohort 6 and cohort 7 have now fully involved in COSMIC-021 and that is following up patients to fully understand mature data in both of these populations. And then, additionally of course, we are planning towards a potential accelerated approval path, in particular toward the CRPC indication, where we had initial interactions with FDA, and that will be dependent upon cohort 6 data and when it’s mature, but also additional cohorts in CRPC in the 021 study.,So, certainly, following up these cohorts and we look forward to providing updates as they become available for both indications and just to a complete on the non-small cell lung cancer cohort and the checkpoint inhibitor, pretreated patient population. We are also completing enrollment with 80 patients and the other single agent cohort in this study as well. So, this has advanced very nicely and we look forward to more mature data.",0.1850119047619048,23.13
25,Chi Tran,"And maybe, just one quick follow-up from me. When you said, you had initial interaction with the FDA on the prostate cohort 6 data. When did that interaction happen?",0.16666666666666666,5.26
26,Gisela Schwab,"We have discussed that on various conference calls, so that they happened a while back when we discussed the initial encouraging observations in the cohort 6 based upon the first 30 patients or so, where we’ve seen very encouraging results in terms of objective response rates. So that’s a while back and then we received that initial encouraging feedback.",0.05625,15.19
27,Chi Tran,Got it. Thank you.,0.0,1.6
28,Gisela Schwab,"Thanks, Chi.",0.2,0.8
29,Operator,And our next question is going to come from the line of Peter Lawson with Barclays.,0.0,6.4
30,Peter Lawson,"Hey, thanks for taking my questions. just on revenues, just if you could break out anything around that low demand, whether it came from academia or the community setting, and what inventory was this quarter?",0.1,16.29
31,P.J. Haley,"Yes, this is P.J. We’ll just do with regards to the quarter in demand, what we saw there, I kind of referred to in the script is the entire market basket of TKIs and RCC were down approximately 6%. And really, I think that’s a – it’s sort of a broad dynamic there in the market and we didn’t really see any differences with regards to academic or community there. Certainly, some impacts still from COVID with regards to what we’re seeing in the healthcare system, patient visits being down, various follow-ups, et cetera. So, I think that’s something we saw broadly with regards to the market, and certainly also saw it in the – in those products reporting earnings as well.",0.060175736961451246,12.06
32,Chris Senner,"Yes, Peter, this is Chris. So, from a reporting perspective, we reported revenue down quarter-over-quarter about – sequential quarter about $10 million. About half of that was related to demand, which kind of correlates with what P.J. was talking about. And this is for cabozantinib franchise and then of the remaining $5 million probably about three or so is related to inventory and the rest is related to a slightly higher gross to net.",0.058641975308641965,12.26
33,Peter Lawson,"Great. Thank you. And then just as we think about Q4, what helps drive acceleration run those revenues and then any color around kind of what could be happening in October?",0.7,14.98
34,Mike Morrissey,"Yes. Peter, it’s Mike. And probably not appropriate to talk about the quarter this early. Obviously, the biggest driver for revenue growth is that 90-hour approval and launch, as we talked about in the script. So, we’re ready to roll once we get the letter and/or certainly excited about the data and the potential, and the team is certainly very skilled and prepared to get out there and educate physicians, and prescribers on the data stuff. But that’s the big driver and that’s the big message for the call today.",0.11944444444444446,9.42
35,Peter Lawson,"Great. And then I just find anything around HCC, any since around growth, if that was declining as well.",0.8,9.71
36,Mike Morrissey,Yes.,0.0,0.4
37,P.J. Haley,"Hi, Peter. It’s P.J. again. One thing we’ll say is that basically the HCC businesses were stable in Q3, more broadly as we look forward, in HCC, we’re obviously looking forward to the 312 study reading out in combination in the first-line setting with atezo in HCC. And what we’ve seen is bev/atezo approval in Q2 has really driven significant, quick uptake for that regimen and personally, in HCC. And that bodes well potentially for another combination such as cabo/atezo, should the data be positive, and also it’s moving IO therapy into the first line in HCC.,So, as we kind of look longer-term, we would anticipate a similar dynamic to what we’ve seen in RCC, whereas IO moves forward and then that sort of that 50% or so of the market that they occupied in second line kind of opens up for more TKI utilization. And we think the CABOMETYX data in our current label from the celestial study in HCC in second line is well positioned to then take more of that share in second line as patients progress beyond IO therapy in HCC.",0.19752886002886005,18.48
38,Peter Lawson,Great. Thanks so much for the detail.,0.39999999999999997,2.8
39,Gisela Schwab,"You bet, Peter. Thank you.",0.0,2.0
40,Operator,And our next question will come from the line of Andy Hsieh with William Blair.,0.0,6.0
41,Andy Hsieh,"Okay. Thanks for taking my question and I hope everybody is doing well at Exelixis. So, I have a question regarding basically data presented at the triple meeting. So, I think the [indiscernible] there is that there are more similarities and differences with the exception about like tenfold higher potency against actual. So, the first question I guess, for Peter or Gisela, is kind of the clinical relevance, why specifically you chose to optimize that specific target and also kind of thinking about bigger picture in things Gisela for kind of laying out the development path for 092, but just given the similarities, how much can you kind of peek into what you have in-house for COSMIC-021 and accelerated the development of 092. And that question really derived from the fact that you’re thinking about advancing that asset into late stage development next year.",0.2625,16.52
42,Gisela Schwab,Yes.,0.0,0.4
43,Peter Lamb,"We feel so, Andy. Thanks for the questions and endeavor. So, I think if you’ve got the message from the presentation of the triple meeting was the aim with 092 was to retain the target profile of cabo, so potent against MET, AXL and MER and potent against VEGFR2. There was one slight wrinkle there where, with cabo and the VEGFR2 potencies is more potent against that the max and that feature, we pretty much retained in XL092. I think that plays out quite nicely in the in vivo setting as well. I think, we didn’t specifically optimize on AXL potency. We wanted to be sure it was potent enough. And as you correctly say, it turned out being a bit more potent. I mean, it’s definitely an emerging target of interest in many solid tumors and a lot of indications we may go into, but that was not a primary driver of the optimization. It was really retaining that target profile whilst giving them something that have a significantly shorter pharmacokinetic offline.",0.2688492063492064,10.39
44,Susan Hubbard,"Okay. And Gisela, do you want to take the second part of the question?",0.25,5.6
