,0,full_statement,sentiment,GF_complexity
12,Operator,Our next question comes from Wendy Nicholson with Citi. Your line is open.,0.0,2.6
13,Wendy Nicholson,Hi. Good evening. I had a couple of questions. First is with regard to the evolution of the business to take advantage of this gig economy which on the one hand makes total sense and it's fantastic. But my question is what's your confidence that the people who are coming in to sell Nu Skin product now are just going to stick? I mean the whole idea of a gig is you do it and then you go off it. And so -- because we're seeing this type of elevated activity at several different direct sellers right now. [Technical Difficulty] and crash your sales force? ,0.1475649350649351,11.78
14,Ritch Wood,"Yes. Thank you very much Wendy for that question. I'll speak to it and Ryan can add on. It's an exciting opportunity really to participate and expand the potential of our sales leaders. They have an opportunity to reach to a lot more customers. The key I think really is allowing them to progress through our sales leader pipeline. So allowing them to begin to earn commissions, build an organization and start to really be successful in that way. We keep them through our recognition programs through our inability to continue to compensate them and have them continue to feel like there's upside in building their business. A steady flow of new products that are launching as well as customer rewards program.,So it's a fairly broad approach that we take in terms of helping somebody start as a customer and then progress all the way to a successful sales leader. But clearly with a lot more people coming in that's the scenario that we have to focus on and continue to get better at is this idea of retaining and motivating our sales force.",0.29503535353535354,10.99
15,Ryan Napierski,"Yes. And I would just add Wendy that from -- what's unique about our type of model is that it isn't a traditional gig. In that to Ritch's point, our model enables those additional opportunities. And so through our sales compensation program Velocity, we do provide that gig-like opportunity of sharing or selling products, but there are abilities to build teams of sharers as well as as lead organizations. And so it does provide a more sticky framework than a traditional gig model does. And I think just based upon our historical context this is really where Nu Skin has excelled over 35 years. And so in a way I feel like the gig economy is a foray or an entry into what we've always known. But I think to Ritch's point, our focus is to ensure that that leader pipeline -- or the sharers come in and those gig that come in are able to find more opportunity through these advanced programs that traditional gigs do not offer.",0.2475,11.96
16,Wendy Nicholson,"And do you have a sense for the people who are coming in now, do you have any sense for the demographics in terms of -- I assume they're probably younger. But do you have any sense for whether they are maybe former Nu Skin sales or [Technical Difficulty]? ",0.0,12.93
17,Ryan Napierski,"Yes. With this acceleration, we're seeing -- we're definitely seeing an acceleration of -- from a demographic side of predominantly female younger demographics than we've traditionally seen. But I would say if we were to track back over 2016, 2017, 2018 there's just been a progressive trend towards this direction. And so it's not something that's happened in the last quarter or two quarters. It's been three or four years of progression to a younger sales force. Again skewing more to the female demographic.",0.05555555555555555,10.46
18,Wendy Nicholson,"Fair enough. And then just one quick question if I can, thank you so much, on the gross margin. I totally get the headwind from mix which is offset by tax so that's fine. But just on the freight issue that you called out I mean, it looks like headwinds from a freight expense perspective might be with us for some time to come. So should we just expect there to be gross margin pressure from freight for a while? Or do you think you can raise prices? Or is this really just a COVID saying that regardless of the freight environment as we get a normal – more normalized business environment you won't have to do as much expedited shipping?",0.18365384615384617,10.06
19,Mark Lawrence,"Yes. It's a really good question and one that we've looked at a lot. We are always going to look for ways to improve our freight. We're putting more products on ocean versus air and so we will get some benefit there. I do think the fourth quarter is going to be particularly challenging with freight, as we enter the holidays and we've all seen the news on what's going to happen with freight and the challenges that will be there.,So we'll certainly experience some freight pressure in the fourth quarter. I do think it will extend into next year. But we'll do what we can on our part to get more product to our sales leaders through less expensive methods.",0.17476190476190476,10.06
20,Wendy Nicholson,"Okay. Thanks so much. Oh, sorry.",0.06666666666666665,2.4
21,Ritch Wood,"Yes I was just going to add Wendy, that there's a portion of that freight is just trying to keep the product in stock. That issue we've really – we're getting our arms around that and we've been able to catch up with the supply chain. And the COVID issues related to the supply chain in terms of actually building product and having packaging and so forth to do it, those are starting to loosen up a little bit.,So we're getting our arms around the expediting issue. It's really the other freight that will continue to lag into next year. And be something we'll just have to continue to work through and figure out the best way to – just figure out how to get our margins back to where they need to be. Fortunately, there are other things that we can do. We can leverage our overhead and so forth. So we're still shooting for a 13% operating margin over the coming couple of years and believe that that's right in our sight.",0.15344387755102037,10.33
22,Operator,Thank you. Our next question comes from Faiza Alwy with Deutsche Bank. Your line is open.,0.0,3.2
23,Faiza Alwy,"Yes, hi, thank you. So a few questions for me. First, I just wanted to talk about this extraordinary growth that you're seeing in the West region. And why you're not sort of seeing a similar type of growth across Asia. And I know in China, you have a different model but I'm wondering if you can sort of maybe philosophically talk about what the differences are. And why there's this growth in the West and that's – you're not seeing that in the Eastern markets?",0.06388888888888888,8.05
24,Ryan Napierski,"Yes. Faiza, maybe I'll just – I'll answer it and Ritch can add on if he'd like. Yes. So – and you've followed the company for quite some time. And historically, the company has done very well in Asia through that more traditional direct sales model and has been lagging a bit in prior years in the West.,What we're really seeing it from the social side is that there's a new and emerging leadership group throughout the West that are really socially inclined. As I mentioned earlier, younger demographics coming in. We're starting to see that – those same elements appearing in Japan for instance in some of our Southeast Asia markets and we're seeing pockets as well in Greater China.,And so from our point of view it's more of a transitory or transitional process where the traditional model is a little more strongly rooted in Asia than the social model. But we're seeing the migration happen. And as a company we're fairly overt in identifying best practices and sharing best practices across our market segments. And so we are seeing that migration evolve.,Also on our digital platform, we're ensuring that those tools that we're building are being deployed out so that those leaders, socially emerging leaders in Asia are able to take advantage of the model as well. And so it's more of a transitional process to answer the question.",0.23984036796536795,12.88
25,Faiza Alwy,Okay. Great. And then if I could just ask about the manufacturing business. I mean clearly there's – we've seen very strong growth. Like how should we think about the growth in that business going forward? Is there – like where are you in terms of capacity in that business? Like is there a ceiling? And do you expect to maybe invest more in manufacturing going forward? Just a little bit in terms of how you're thinking about that business. ,0.2804761904761905,5.56
26,Ritch Wood,"Yes. Great. Thanks Faiza. The manufacturing business was an initiative we leaned into about three years ago with the real desire that we felt like we could secure our supply chain better for our own business that we could speed up our go-to-market opportunities with different products and innovations. And then at the same time we could really participate in an opportunity where there are a lot of companies growing and taking advantage of manufacturing so we would benefit from sales of our manufacturers to other customers.,That is really playing out very well as we continue to lean in give the right investment behind these manufacturers to expand. So they do have capacity to grow, both in terms of equipment as well as space and it's working very well. The demand continues to come in both -- I think somewhat from COVID as some of their customers are benefiting from COVID, but then a lot of new customers as well. So we see the demand continuing to go.,But there are areas we can lean in. There are certain areas that our manufacturers don't provide for Nu skin for example powders and stick packs things like that is not a capability that we have today in our current manufacturing partners. So, we'll continue to look for opportunities where we can really gain synergistic benefits in the Nu Skin business. That's really the first and foremost decision we make, and then with an opportunity to continue to expand the manufacturing segment, so really twofold in terms of our expansion philosophy. The first is to drive more success into the Nu Skin business and then secondly to look at expanding the segment. ",0.21197552447552453,15.96
27,Faiza Alwy,"Okay. And then, if I may just ask, I might have missed this in your comments. But the $30 million in Boost sales were those in a particular region? Were those in -- I don't know if you broke that out by region.",0.3333333333333333,6.55
28,Ritch Wood,"We actually didn't break it out on the comments. About half of it was in the Greater China region, a little bit more than half. And then spread around really the rest of the world. ",0.09702380952380953,5.82
29,Faiza Alwy,Okay. And then the incremental that you're expecting for 4Q that's global? Or is there -- is that a particular region where that we should expect that to be in?,0.2222222222222222,9.94
30,Ritch Wood,"It's generally global. However, we're not launching Boost in EMEA or in North America. So those Boost sales will generally come next year in those markets. So it's more Asia focused in the fourth quarter than inclusive of the EMEA and North America markets. ",0.11000000000000001,6.22
31,Faiza Alwy,But you're launching the Nutraceutical Bioadaptive right in EMEA and North America. So that's included in that incremental $50 million? ,0.2857142857142857,12.0
32,Ritch Wood,Yes that's correct. Yes that's correct. It would be as big of a launch it's a relaunch. So it won't be the same sort of pop that we get from Boost. But we do anticipate that it will be a nice new product that the sales leaders will be excited about here as well. ,0.22227272727272726,5.06
33,Faiza Alwy,"All right. Great. Thank you, so much.",0.4285714285714286,2.8
34,Ritch Wood,"You bet. Thank you, Faiza.",0.0,2.0
35,Operator,Thank you. Our next question comes from Olivia Tong with Bank of America. Your line is open.,0.0,3.4
36,Olivia Tong,"Thanks. Good afternoon. So lots of new sales leaders and customers particularly in the U.S. and Western Europe and that's obviously accelerated pretty nicely this year,. So a few questions there. First with all these people who are new to the brand I'm a little surprised that we don't see more acceleration in growth from Q3 to Q4. Like obviously Q3 was very, very strong. But the sequential acceleration is a little bit lighter than I would have anticipated given the strength of Q3. So, can you just update us a little bit on your expectations there? And within that why are you waiting to launch Boost in Europe and North America? Thanks.",0.16001196172248802,8.92
37,Ritch Wood,"Yes. Good questions and we are really, really encouraged with what's happening in our West market. A lot of times with our business, we'll see a real strong push as there's a lot f excitement and then it will consolidate to some extent and get another push. The growth into Q3 from Q2 was continued to be really strong but obviously not the same acceleration we saw in Q2. Q4 we'll probably see a good strong quarter as we continue to have new products. We have Black Friday promotions in those markets and so forth that have been successful. So we'll continue to push. There's -- the great opportunity because we're relatively small I would say in these large direct selling markets in the West we think there's great potential as we continue to go forward. And as the sales leaders continue to learn the business and the better ways to be effective in how they take our products to customers. So exciting opportunities there, and we think that growth is something that we can continue to sustain as we move forward.",0.34503246753246747,11.58
38,Ryan Napierski,"And then on the Boost you had asked about Olivia, the Boost timing for North American and EMEA. That's really a product registration time line. And so we've supplemented the Bioadaptive -- Nutricentials Bioadaptive launch in place of the Boost this year. And then those -- as those products are registered next year they'll roll out there.",0.06666666666666667,9.16
39,Olivia Tong,Got it. That makes a lot of sense. And then just a following up on Wendy's question about how to hold on to all these new sales leaders when traditional work opportunities come back. Are you making any technology investments or compensation enhancements that will help them stay for longer?,0.03409090909090909,11.48
40,Ryan Napierski,"Yeah. I think that's really been at the heart of our digital strategy, Olivia. So yes absolutely. Our focus is all around providing these new leaders with the tools, the capabilities to run their businesses. Our goal, of course, is to empower them with a flexible opportunity. And we feel like these changes we've made over the last two years with the Velocity model coupled with these digital tools, we're able to provide a home for them to -- and a flexible home for them to build their businesses on their terms here. And so that's major focus behind what's driving our digital strategy.",0.06988636363636364,10.76
41,Olivia Tong,"Got it. And then just lastly a question on selling expense. I'm a bit surprised that the expense relative to sales increased less than it did in Q2 despite the fact that your sales clearly accelerated more dramatically. So usually I mean we see this ratio increase as sales growth and grew since your sellers are hitting new payout off you. So is this just a function of -- you just have a lot of new sellers right? So they're just -- they're not necessarily increasing their basket size. It's just a lot more people who are buying. And if that's the case, can you just talk a little bit about what drives more sustainable growth in your view? Is it more about adding more leaders and customers to drive that sales? Or increasing the basket size across the board?",0.16198593073593073,8.15
42,Ritch Wood,"Yeah. From our perspective the sustainability of growth really is driven by a customer and sales leader growth that match each other. Sometimes we'll see and particularly what we've seen as social selling has picked up as we'll see a fast increase in customers, followed by a sales leader growth that then supports that customer growth.,But in order to be successful, for example, as we look at a Q4 launch of new products here, we have to be able to drive a bigger customer base and a larger sales organization and that's what sustains the growth going into 2021. So as we execute our plans and everything that Ryan talked about as we build up to this launch, it's allowing sales leaders to qualify and then participate in the launches and continue to build our customer organizations, so that we can keep them for a longer period of time.,So that's really the strategy through the product launch process that we follow. And then I would just say as the sales expense, it will fluctuate. Sometimes as a lot of new sales leaders come in, we'll see that expense push up just a little bit as people qualify for different rewards incentives and so forth. And then it will settle down as the sales leader number settles down as well. So it fluctuate as much as 100 basis points here from quarter-to-quarter, but generally will settle right back down around the 42% range.",0.05814885871704052,16.65
43,Olivia Tong,Great. Thank you.,0.8,1.2
44,Ritch Wood,You bet. Thank you.,0.0,1.6
45,Operator,Our next question comes from Doug Lane with Lane Research. Your line is open.,0.0,2.8
46,Doug Lane,"Yes, hi. Good afternoon everybody. Ritch staying on that, I know that you worked a lot over the last few years to shift your marketing focus from the sales leader’s right to the direct-to-consumer to your end user. Can you explain that dynamic -- because this is a little unusual where your -- if I understood your last answer, you're actually looking to build the customer base that will then drive increase in sales leaders, which is kind of counterintuitive to how it used to be. So just -- can you clarify that just a little bit on what the strategy shift is there?",0.03422619047619046,13.29
47,Ritch Wood,"Yeah, I think 3.5 years ago or so as Ryan and I put together our strategy to build the business, we really felt like social, the power of social and the gig economy allowed us to reach out to a lot more customers than we had ever done in the past through word-of-mouth marketing. And so we really built the strategy around these 3Ps, the Program, the Product, and the Platform in terms of opening that funnel to be able to talk to new customers.,And so, we really shifted in terms of, how we present our products, our pricing strategy, to some extent the compensation structure through Velocity, to reach more and more customers. And to be able to allow more and more people to benefit, through a sharing program, it's very similar to what an affiliate receives.,So, yeah we really focused on the customer. We continue to be very focused on the customer. In fact, it's one of our three tenets to be customer obsessed. And we'll continue to focus on that going forward. And we see today a broader number of customers per sales leader. We're doing more and more to capture data, around our customers and leverage that to help our sales leaders be more effective. And that really is key, to our success going forward.",0.2541212121212121,11.55
48,Doug Lane,"So the customer number that you give, each one of those customers has a sales leader. They're not independent sort of channels. It's not like an e-commerce business and a direct selling business here. They are interacting.,But the point is, with the customer growth that we've seen in the last two quarters in the upper 20%, if things go well then we should see sales leaders come up, not the customer number come back down to where the sales leaders are. Do I understand that right?",0.032879818594104306,7.81
49,Ritch Wood,"Yeah. That's exactly right. They are all purchasing from the company generally, but they all are connected somehow to a sales leader, who's the one who introduced them to the business. So that's correct. And those two numbers come together.,Generally, the -- we've seen some increased number of customers per sales leader, which would tend to drive the customer number a little bit higher, than the sales leader growth. But generally those will come back, in line with each other.",0.046173469387755114,8.85
50,Doug Lane,Okay. Thank you.,0.5,1.2
51,Ritch Wood,You bet.,0.0,0.8
52,Operator,Our next question comes from Mark Astrachan with Stifel. Your line is open.,0.0,5.68
53,Mark Astrachan,"Thanks, and good afternoon, everyone.",0.44999999999999996,2.0
54,Ritch Wood,Hey Mark.,0.0,0.8
55,Mark Astrachan,"I wanted to ask about the, thoughts or how are you thinking about the ability to sustain this momentum you have in the business, when lapping some of the lockdowns and pre-COVID impact next year? Just in terms of, how we should be trying to model this next year.,And I guess related to that, any read on, how China has performed as the lockdown ended and life sort of normalized to whatever the new normal is? And I say that, partly in the context to -- understanding that China should get back to growth in 4Q, but the growth has been a bit sluggish, as you've been coming out of that period. So I guess is there anything to read into that for the rest of the world next year?",0.04090909090909091,15.09
56,Ritch Wood,"Yeah, great questions, Mark. Thanks for those. The COVID impacts have sort of been staggered all around the world. It's interesting that for example in Southeast Asia right now, in Malaysia there's quite a lockdown. It just has seemed to sort of ebb and flow, market-to-market around the world.,What we've really, really focused on is, getting better and better at working remotely, and providing digital tools that allow our sales leaders to do their training, to hold their meetings, to contact their customers and be more effective. Because we believe that's the way the world needs to shift anyway.,And specifically to China, where it was always -- our business was always driven through meetings. We've had -- and for whatever reason those meetings would be restricted from time-to-time. So our focus over the last two years has really been to develop additional technology, which would make us less dependent on in-person meetings and more and more at effective leveraging technology.,So as we start to lap these numbers I really, really like our product lineup for next year. As you know the West will be launching the Boost product in the first half. The other markets in the first half will be introducing the Nutricentials line. And then we have a strong product lineup for the back half of the year, which will roll out at the beginning of the year. We haven't laid that out in front of our sales leaders yet, but we've got a good product pipeline.,We'll continue to focus on driving customer growth which we think will continue to drive sales leader growth as we go forward. This year's growth has all been done without -- like you mentioned without China. We do anticipate China will have a nice fourth quarter with the launch of Boost and that should generate energy, which will help the business next year in China and allow China to hopefully participate in this growth excitement that we're seeing around the world. So we think we got very good plans to continue to drive growth in the business and to see great potential. ",0.2687464985994397,11.89
57,Ryan Napierski,"Yes. And I would just add Mark that this -- for us COVID has really given us an opportunity to really lean into the digital-first approach. And so as we talk about lapping some of these -- the year-on-year comps -- from a business model perspective we're just leaning full into digital first. And while -- there's going to continue to be uncertainty in various forms around the globe. Our focus will be very, very directly on this digital first approach.,And so we feel while the world around us is somewhat tumultuous from a strategy perspective it's just very, very clear what we have to do. I mean we have to go digital first. In China, we'll continue to go digital first. That's really the focus. And so I think, as we continue to lean in we continue to align our investments there we'll have a greater ability to sustain growth. And to proliferate in some of these markets that have been lagging like China that was more reliant on that person-to-person approach or face-to-face approach I would say. ",0.1609722222222222,10.5
58,Mark Astrachan,Good. Thank you.,0.7,1.2
59,Ritch Wood,"Thank you, Mark. And it looks like that's all of our questions today. Thanks to all of you for joining us and for your interest in our company. We look forward to speaking with you soon and wish you all a good evening. ",0.44999999999999996,5.25
60,Operator,"Ladies and gentlemen, this concludes today's conference call. Thank you for participating. You may now disconnect.",0.0,9.62
