,0,full_statement,sentiment,GF_complexity
12,Terry Tillman,"Yes. One, and then just last question is on the RPO. Has there been any duration change just how if the consumption coming along from a contracting standpoint. What is the duration like compared to prior quarters, so we can, kind of, look at that in the RPO? Thank you.",0.19999999999999998,9.08
13,Eddie Capel,"Yes, thanks for saying. In the very early days, we're seeing little bit shorter contract, contract values, but it seems to be stabilizing, kind of, a roundabout five year mark on the average, Terry.",0.11849999999999998,9.15
14,Operator,Your next question comes from Matt Pfau from William Blair.,0.0,4.0
15,Matthew Pfau,"Hey guys, thanks for taking my questions. First, I wanted to ask on -- I think a lot of retailers are getting geared up for the holiday season earlier than normal this year. Just wondering, if that dynamic had any impact on either your third quarter results or how you're sort of thinking about the fourth quarter?",0.08571428571428572,10.34
16,Eddie Capel,"No, not really Matt, frankly I agree with you. And we're certainly seeing, folks get geared up little earlier, I think we as consumers, we can expect to see some promotions and so forth earlier in the season indications are that Black Friday will be not quite and Cyber Monday will not be quite the peaks that we've seen in prior years, yet the season will start 10 days to 14 days earlier. So agree with all of that, but frankly we've really not seen much impact from that, retailer start preparing really in March and April for peak season. So that couple week variability hasn't really had much effect on us.",0.03539377289377289,13.34
17,Matthew Pfau,"Got it. And then with the accelerated shift to e-commerce. I think, we're most likely going to see a lot of fulfillment in last mile challenges here in the upcoming holiday season. And one way to relieve that right is through BOPUS and curbside pickup, but I didn't really hear you talk too much about those in your prepared remarks, but just sort of wondering if that dynamics having any impact on your business either?",0.1976190476190476,12.67
18,Eddie Capel,"Yes. No it is, there's no question. Those capabilities are kind of associated with our omni-channel suite of solutions, their extensions thereof. I did point out there was one particular customer that saw exactly the dynamic, we're talking about and say, hey, we have got to have particularly curbside in this case, up and running well before the holiday season and we were able to implement order management in that capability in six weeks, which we were pleased about is not the only circumstance, but six weeks from start to finish is pretty impressive, we were pleased with that. But certainly BOPUS and curbside are big parts of what all retailers are looking for, given the capacity constraints that everybody expect to see in parcel and home delivery.",0.3190476190476191,17.8
19,Matthew Pfau,"Got it. Last one for me, you guys are guiding for license to be down significantly next year. But I guess the question would be, why would anybody buy a license for WMS now down that you have the cloud version. Just sort of wondering what the rationale on the customer side would be there?",-0.07777777777777779,9.5
20,Eddie Capel,"Yes. Well, let's see, so first of all you've got existing customers that certainly have an on-premise solution, they're frankly want to roll that out to additional facilities, they need to buy more users, because of capacity. Those types of scenarios, look, and they're all are not many, but there are a few customers that are still have our propensity for on-premise solutions, they are again few and far between there, but there are few. There are some of our other solutions, while we offer, I mean, in the cloud, our demand forecasting and inventory optimization solutions that still have a balance of cloud and on-premise demand to them. So, there is a number of reasons and the kind of the final one I would say that geographically around the world, there are still some spots where on-premise currently makes sense.",0.028983516483516478,17.81
21,Matthew Pfau,"Great, thanks a lot guys. I appreciate it.",0.5,6.6
22,Eddie Capel,"Thank you, Matt.",0.0,1.2
23,Operator,Your next question comes from Joe Vruwink from Baird.,0.0,3.6
24,Joe Vruwink,"Great. Hi, everyone. I wanted to go back to the go-live activity, because I think, I heard a 160 in the quarter there. So that's the second straight quarter where it's -- in above normal level and I'd imagine that you're seeing a lot of activity to ""get"" the easy extension, adding BOPUS and curbside onto order management, things like that. The question is are you seeing follow-on activity come from these engagements? And now that everything is on the cloud. If, let's say, these engagement are starting out more short-term in nature, can you use this as an opportunity to circle back? And maybe get customers thinking about an upgrade cycle going back to things like Warehouse Management?",0.18939393939393936,9.91
25,Eddie Capel,"It's great question, Joe. It does depend, certainly to kind of the first part of your question. There is and there is opportunity for ongoing deployments. So, just to use the examples that you talked about there with BOPUS and curbside, there is certainly some enthusiasm around those two strategies for the reasons that we've already discussed and particularly prior to peak and so forth. There are follow-on activities and capabilities around BOPUS and curbside with digital self service that is a -- typically is kind of a fast follower to those capabilities. Customer engagement strategies around those delivery mechanisms tend to be fast followers. So there is quite a bit of ongoing activity and ongoing cross-sell, upsell capability associated with those.,Now as it relates to sort of -- if you want to call this going back -- backwards down the supply chain to whether it'd be Transportation Management solutions and Warehouse Management solutions. They're not -- it's not so much, I wouldn't characterize it as a natural, kind of, extension of BOPUS and curbside at all. But, as noted in some of the previous conversations, the modernization of distribution centers is frankly becoming imperative a combination of the need to be able to execute on smaller orders, e-commerce orders and the level of automation in robotics is being driven into Warehouses to drive both throughput and accommodate for the challenging labor market in that particular segment.",0.25293650793650796,16.71
26,Joe Vruwink,"Okay, great. And just on the last point Eddie, in terms of some of the early adopters, where you've seen interest on Active Warehouse Management. It strikes me as segments that have probably been comparatively resilient this year, thinking about food and beverage grocery, CPG. And so you're launching new technology into a pretty healthy demand environment. These are also applications where there is a lot of variety on SKUs, very high volume. And so I suppose the question is when you launch the Active Warehouse Management, did you feel like there were certain customer segments where if you got traction early, it would drive maybe better referenceability later on and are you seeing that so far with the early awards?",0.2026239177489178,12.99
27,Eddie Capel,"Not particularly in terms of focused on early referenceability and those kinds of things. We're seeing solid traction and deals, frankly, both from our customer base, who want to get onto a cloud strategy and a cloud platform and new customer logos. But as -- and we'll start obviously to publish this as and when we are able, but you see a nice blend of customers across both verticals and geographies.",0.056628787878787876,12.75
28,Dennis Story,"Hey, Joe. This is Dennis just to piggyback on what Eddie was saying, I would tell you, based on the demand and the pace of growth for Manhattan Active WM and our pipeline, I would say we're in the early stages of a pretty significant replacement cycle. And keep in mind that a large part of that is our installed base, but also about 45%, not all MAWM, but 45% of our cloud pipeline is net new opportunities, net new customers as well.",0.027867965367965365,19.01
29,Joe Vruwink,"Okay, great. Thanks, Dennis. Thanks, Eddie, I'll leave it there.",0.425,4.0
30,Eddie Capel,"Okay. Thank you, Joe, see you.",0.5,2.4
31,Operator,Your next question comes from Mark Schappel from Benchmark.,0.0,3.6
32,Mark Schappel,"Hi, thank you for taking my question and nice work on the quarter. Eddie starting with you, one of the benefits of your Active WMS solution and so it gives you an opportunity to really move into verticals where maybe you just weren't all that penetrated before industrial, manufacturing to the [coal mined]. I was wondering, if you could just address or just give an example or so of maybe some of the early customer interest you're seeing in Active WM from some of these non-traditional Manhattan verticals?",0.10555555555555557,17.17
33,Eddie Capel,"Yes. I mean, we're certainly beginning to see some interest there, Mark, I'm not going to obviously drop names and so forth at this particular juncture. But as you see customers of ours and industries that have typically been, kind of, heavy wholesale, heavy manufacturing and not had any, kind of, consumer contact or direct-to-consumer strategy, but frankly now are, right? So it's starting to sell direct-to-consumer and require a good bit more sophistication in the distribution strategy. There's a lot of early interest from those opportunities.,The other dynamic though, is that what we've now introduced here is a cloud-based solution that always has immediate access to innovation and is extensible. And that's a new phenomenon regardless of vertical. So some of those old verticals that are running old solutions that have been highly customized over the years have been difficult to get access to whether it'd be modern innovation or modern underlying technology, they now have easy access to that with Manhattan Active Warehouse Management system, and again, starting to see a good bit of enthusiasm there.",0.13180976430976432,18.17
34,Mark Schappel,"Great, thank you. And then you mentioned you're Manhattan Active Allocation solution, which I guess is new this quarter, it sounds intriguing sounds interesting. I wonder, if you just provide a few more details on the solution itself and some of the opportunities you see there?",0.27186147186147186,10.47
35,Eddie Capel,"Yes, sure. So I'll keep it brief and because of that, a bit of an overly simplified description Mark given the time we have. But in the -- particularly in the fast fashion in apparel world, you see companies buy for a season and then push product out to the stores. And you don't see a lot of replenishment and inventory optimization activities. When you're pushing that product out to the store, there is still a healthy amount of sophistication. Where do I push that product to? Whether it'd be climate based, consumer demand based, size of store, all those kinds of things, and that's been the sort of the traditional way that one would push and allocate product type.,But in the new world where we've got buy online, pickup in store, curbside pickup, buy online return from store, it requires another level of sophistication and calculating how you push that product out of the store. So Manhattan Active Allocation is a brand new rethink of how to go about soft lines in fast fashion, distribution and allocation of inventory and of course we've built it on our cloud platform, which offers speed of implementation and access to immediate innovation.",0.15883838383838383,15.18
36,Mark Schappel,"Great, thank you.",0.8,1.2
37,Eddie Capel,"My pleasure, Mark. Thank you.",0.0,2.0
38,Operator,Your next question comes from Brian Peterson from Raymond James.,0.0,8.0
39,Brian Peterson,"Good evening, gentlemen. Hey thanks for taking the question. So Eddie, it's come up a couple of times, just the idea of a WMS refresh. I'm curious to what extent does the multi-tenant cloud portfolio you can change that, and I'm a little bit more interested, not on the existing installed base versus the opportunity for some of these legacy competitors. I'm curious how would you think about the pace of this refresh opportunity relative to what we've seen in past years?",0.02124999999999998,9.49
