,0,full_statement,sentiment,GF_complexity
12,Matt Hewitt ,Great. Thank you. ,0.8,1.2
13,Operator,We have our next question comes from the line of Balaji Prasad from Barclays. Your line is open. Please go ahead. ,0.0,4.7
14,Balaji Prasad ,"Thank you. Hi, good morning, everyone and thanks for taking the questions. So, a couple of big picture questions. I think in terms of trying to understand the business and the outlook for a – one of the questions. ,The couple of questions I receive the most is, really trying to understand what is the guidance trending in or not for 2021 and beyond and you partially addressed in the previous question, I still like to get your views on what could be upside risk to your guidance for the next one to two years? ,Secondly, on capital allocation, and it’s kind of thought of mixed questions tied into the business development, you are still sitting on a significant amount of cash. Do you think you have enough on your fleet with business development now, and if so with the talks now around some 90s level, what are your thoughts around a buyback at these levels? Thanks. And I have a couple of Captisol related questions.",0.16722222222222222,15.21
15,Matt Korenberg,"Yes, thanks, Balaji. So, first on the guidance question and what remains to be upside from the guidance, I think from that standpoint, we give our guidance each year in a way that we think is how achievable of course. We’ve had a history over the last several years on the contract payment line of making sure that we frame that in a way for investors that that was a number we could live up to. But that the realm of possibility for those numbers significantly exceeds the guidance that we have given. ,This year, with the pandemic, obviously, the timing of lot of events was pushed back. To the extent the pandemic continues steady state let’s call it where in our view the patient access and clinical trial world has returned somewhat closer to normal than it was certainly in Q1 and Q2 this year. We could see a significant amount of upside we think to the contract payment line for 2021. ,And then, separately on the remdesivir topic related to Captisol, obviously, we’ve outlined for folks what we thought the number was there to the extent the current trends in hospitalization and infection rate continue to increase as we’ve seen over in Europe and in the U.S., I think that could result in significant upside to the Captisol number. ,The second part of your question on capital allocation, we do have above $400 million of cash and cash equivalents left. We obviously have $500 million of convertible debt coming due in May of 2023. We are certainly mindful of that. But we are obviously very focused on moderating the bond price as we bought back bonds at a discount earlier this year. ,But also stock price relative to our own internal views and market dynamics and we would of course agree that we feel the stock is significantly undervalued now with our window now opening likely tomorrow of after the next trading day, we’ll certainly be opportunistically looking at stock price, as well for capital allocation for deployment of capital. ,That said, our specific focus on capital allocation continues as we said last week on the Analyst Day to be split relatively evenly between the M&A side and returning cash to shareholders. So, we’ll continue to look for new opportunities to add interesting assets to the portfolio in the near-term, as well. ",0.12782239690134428,19.01
16,Balaji Prasad ,"Okay. That’s helpful. Thank you. On Captisol, moving to it, so, you made an interesting comment in the opening remarks that all current and future trials will be required to use remdesivir in the control arm, can you clarify what that means? And also on the same subject, Gilead commented about remdesivir development in pre-hospital settings and inhalation. So, can you also quantify the contribution of Captisol or the quantity of Captisol in these developmental studies? ",0.1388888888888889,14.86
17,Matt Foehr,"Yes. Balaji, this I Matt Foehr. I can comment and I think, yes, John was commenting on the use of remdesivir in clinical trials and generally when something is established as standard-of-care, it is used in that in clinical trials and we are seeing that real time both in the trials that are being posted on from trials and other in terms of clinical use. So that’s something we are seeing now and we expect to continue to see. ,Your question about other use settings, yes, we’ve been obviously very pleased with the work and the dedication of the Gilead team across the board. But they are analyzing all the additional settings for use for remdesivir, as well as additional forms. Right, so, they’ve disclosed that they have an outpatient program both in nursing homes as well as other outpatient settings where they are looking at Veklury used there. ,They are also doing work on an inhaled solution form that also uses Captisol in its formulation. And also in a subcutaneous form that also uses Captisol in its formulation. So, based on the expected data to start coming for some of these other trials informs next year or early next year. So, we’ll continue to watch the space. But I’ve been pleased with the investment and the work that they are obviously putting into that. ",0.08469387755102041,13.02
18,Balaji Prasad ,"Thank you, Matt. Maybe if I can squeeze in a last question, what are your thoughts on CapEx for 2020 and 2021? And how much of this will go towards Captisol capacity augmentation? And also you said that you are currently supplying as much Captisol as again and I am imagining that means you are running at full capacity of 100 metric tons? Is it right? Thanks. ",0.17653061224489794,8.94
19,John Higgins,"Yes. I’ll comment generally about the production and then Matt Korenberg can comment on CapEx. The – when Gilead contacted us at the beginning of the year indicating their need to move quickly, obviously we answered the call and started to manufacture as much as we could. But also we do keep inventory quantity extra supply for all of our customers and really ramping up those first few months, first couple of quarters, we have delivered as much Captisol as we can. ,We’ve cleared out our coverage so to speak, and are manufacturing at peak levels. Of course, early this year, we announced that we are investing to continue to scale that. So we are actually now producing at higher and higher levels and that scale up is still happening. What will be – we estimate fully operational at our highest scale probably in the next two or three months or so. ,We are giving an outlook on revenue for Q3 – I am sorry, for Q4 and for Q1, really because we can look at what our max production level is. If we can manufacture more faster and deliver more to Gilead, we will. Gilead clearly is seeing tremendous demand. And what’s fascinating last night, we finished our work day late last night and the case load report in the U.S. is the highest ever since the pandemic started, over 87,000 new cases reported yesterday. ,And we know what’s going to happen in just a matter of days or so, a week, or perhaps utmost, the hospitalization rates are going to go up as well. And so what’s interesting is that, right now, Gilead is calling 40% to 50% of those hospitalized patients, nearly half are getting remdesivir. They also are telling the markets that post- approval, they expect the proportion of hospitalized patients getting remdesivir will increase above that 40% to 50% level. ,So, if the proportion of patients are increasing and the number of patients in the hospital is increasing, it would follow that obviously the demand, the U.S. demand is going to go up. Also, we know from disclosures from Gilead and just the public messaging out there, that Europe has seen significantly higher rates in the last couple of months. ,They have not been receiving allocations of remdesivir. But now that has changed. So, again, the dynamics, the pull through is real. It’s happening now. And we are doing - as a company, we are doing our best to produce as much Captisol as possible. ,Korenberg, perhaps you want to comment on the CapEx and the further investments.",0.14444064707222604,14.13
20,Matt Korenberg,"Yes. So, Balaji, as you know, we announced a number of $60 million earlier this year for CapEx related to remdesivir and Captisol specifically. For the benefit of everybody, I think we’ve said a number of times, but I’ll repeat that, let’s call it a third of that number, for simplicity was things like buying machines and expanding space and things like that. ,About two-thirds of the number was more like into prepaying for materials and other things like that. So, the – call it, $20 million or so number from that is spent and will run through the P&L adding some burden to the cost of goods over the life of the machines. The expected need for additional spend, like the $20 million, there isn’t really a significant need to expand beyond that. ,And so, that portion is done. The rest of the business doesn’t really require a significant amount of CapEx. The new protein expression business is a little more capital-intensive. But we still think CapEx annually will be sub $5 million for sure and we’ll provide more specific numbers as we get into the 2021 budgeting and forecasting process earlier next year. ",0.14299242424242423,15.06
21,Balaji Prasad ,"Thanks, John and Matt. ",0.2,1.6
22,Operator,We have our next question comes from the line of Joe Pantginis from H.C. Wainwright. Your line is open. Please go ahead. ,0.0,4.74
