,0,full_statement,sentiment,GF_complexity
23,Christine Sacco,"Sure. So Steph, its Chris. I’ll take the first one. Relative to the guide that we put out for Q2, you remember we had broken down kind of consumption expectations to be down in the in the mid-single digits, low to mid-single digits as well as some expected destocking, while we did see some modest adjustments to inventory in the quarter, it was really owed to better consumption across the portfolio. Near flat, in line with our sales performance.",0.1009920634920635,12.48
24,Ron Lombardi,"So Steph, let me, I guess, jump on your second and third questions, which were around e-commerce. And I guess, to start our market share. We do get information on our performance in e-commerce and omni-channel. And I think in my prepared remarks today I commented on in many categories we see actually larger market shares in e-commerce and omni-channel than we do in brick-and-mortar.,And some of it is due to just the expanded offering of our brands that we have online. And certainly, some of it is due to the early investments we made in positioning ourselves to be ready when the consumers showed up an increase in numbers to make their purchases online. So it’s an important part of our growth in some areas that we’re focusing on.,In terms of around managing our advertising and marketing mix, we really make the decision on a granular basis, brand by brand in terms of what’s the best mix and best return for the different options that we have, whether it’s digital, at shelf along with many other options that we have to connect with consumers. So we make it brand by brand. But clearly, there’s been an on-going shift to digital over time as it’s playing a bigger role in connecting with consumers.",0.1919642857142857,14.02
25,Steph Wissink,"All right. That’s great. And then just one follow-up. Ron, you had made a comment earlier, just reminding us of that big lap in the fourth quarter. So I’m curious, as you look at your back half guidance or the implied back half guidance. Chris, can you give us any scope around Q3 versus Q4, just to make sure we’re those quarters correctly relative to that comparison effect?",0.09603174603174607,10.33
26,Christine Sacco,"Sure. So I guess I’ll preface it with Q3 is always the most difficult quarter to call with the holiday season approaching. But when we think about Q3, we would expect top line to be down a few million dollars sequentially versus Q2. And that’s really due to the cough and cold impact that Ron talked about a little earlier.,It’s important I think, just also to just remember everyone that while we’re providing a second half outlook, there’s still a lot of uncertainty out there. So in terms of Q3, a little bit heightened because of the holiday season. But again, I think if you think sequentially down a few million dollars from where we landed Q2, I think you’d be in the ballpark.",-0.036111111111111115,11.86
27,Steph Wissink,Thank you.,0.0,0.8
28,Ron Lombardi,"Steph, this is another opportunity to reinforce some of the detail behind our outlook for the second half, right? It’s really based on our business continuing to be stable and consistent, and we feel good about that. We saw the trend from Q2 continue into October. And then we reflected the anticipated decline in cough cold year-over-year.,And then as a reminder, we really have that part Q4 comparison. So for the quarter ended March last year, we saw a benefit as consumers rush to the stores at the beginning of COVID and stock up and retailers replenish their inventory. So unlike many other companies that maybe have at year-end, who aren’t facing that COVID comp yet, our fiscal year has comping against that, which is really driving the year-over-year decline. But again, it’s important to remember that we believe that our business is pretty stable here.",0.11293650793650795,11.92
29,Steph Wissink,Thank you.,0.0,0.8
30,Ron Lombardi,Thank you.,0.0,0.8
31,Operator,Our next question comes from Joe Altobello of Raymond James. Your question please?,0.0,5.68
32,Unidentified Analyst,"Hey, guys this is Adam [ph] on for Joe. You’ve given some good color on the top line. So I don’t want to -- it too much. I guess the one thing I wanted to follow-up on was is there any destocking at all baked into that guidance? That will be helpful. Or is it mostly just reflecting the cough cold, the incident levels and kind of a tough compare 4Q and kind of how does it trend North America versus international? And in terms of how we’re thinking about the back half?",0.17676767676767677,6.98
33,Ron Lombardi,"Yes. So in terms of retailer inventory activity, we’re not seeing any signs at this point, Adam, that we would anticipate changes in inventory levels at retail. One of the comments we made during the prepared remarks today was that we’ve seen stability in consumption levels and retailer order patterns. And we actually review inventory for levels for our customers every other week with our sales organization, and we’re not seeing any indication that we would expect that at this point for the remainder of the year. And Chris, I think there are some other questions maybe that you want to comment on for Adam.",-0.08333333333333333,14.33
34,Christine Sacco,"Sure, Adam. So as I noted in my prepared remarks, we’re expecting international headwinds to continue in the back half, some real difficult comps, as Ron mentioned. But if you think about absolute dollars, perhaps for international in the back half similar to the first half, essentially the impact of Hydralyte is pretty significant, right?,Hydralyte as a brand to think about being impacted by COVID by the way Dramamine is, so great share still doing really well, but really impacted by COVID. So again, the advantage of our diversified portfolio, when you put it all together, and we’re essentially flat for the period, but international and comp basis should be hit a little harder than North America.",0.05511363636363636,20.39
35,Unidentified Analyst,"That’s helpful. Thanks both of you for commentary. If I could kind of tack on one more here. I was curious, you guys gave the impressive. I think it was 122% e-comm POS growth. Just kind of your updated thoughts on where you think e-comm can be as a percent of revenue, where it is now, perhaps where it could be end of the fiscal year?,And then maybe a few years out, unless it’s just too difficult to forecast. And then I know you also mentioned the priority will remain debt reduction and you continue to make good progress. Is there anything brewing on the M&A side? Or if not, if you look to share with us?",0.3111111111111111,8.58
36,Ron Lombardi,"Yes. So let me comment on e-commerce and omni-channel share trends and, and I’ll let Chris comment on M&A. So first of all, I’ll start with -- we really don’t care where consumers choose to buy our product. As you’ve seen in our financial profile and gross margin profile over the last few quarters, no matter where the consumer chooses to buy the product, our financial profile holds up. And we talked about that for a long time. And certainly, the proof is in the pudding over the last couple of quarters here.,But from a bigger picture, it’s likely that the convenience and the offerings that consumers are finding in terms of e-commerce and omnichannel purchasing will likely stick over the long term. And our focus will be to continue to connect with consumers so that they understand that the products are available and ready for them in those channels or whatever else they may choose to buy them. So likely to stick, but at the end of the day, it really doesn’t matter to us.",0.06468253968253967,11.6
37,Christine Sacco,"Yes. And then, Adam, just to comment on the M&A environment. We continue to evaluate opportunities in the arena. Our strong and consistent free cash flow generation really gives us a lot of flexibility. And we’ve actually resumed share repurchases in the second quarter, as you’ll see in our 10-Q, which has continued into the third quarter now.,So we continue to evaluate effective capital allocation to maximize value. And with the visibility we discussed today, we feel comfortable of reinitiating the repurchase program that we had in place prior to COVID.",0.22833333333333333,14.75
38,Unidentified Analyst,"Great, thanks Ron and Chris. Congrats for the rest of the year. Good luck for the rest of the year. That’s a good quarter.",0.6,2.4
39,Ron Lombardi,Thank you.,0.0,0.8
40,Operator,Thank you. Our next question comes from the line of Linda Bolton-Weiser of D.A. Davidson. Your line is open.,0.0,3.8
41,Linda Bolton-Weiser,"Yes. Hi.I was curious if you could comment on -- in terms of the rapid e-commerce growth of your brands, which brands are benefiting most from a market share perspective because of the e-comm -- the rapid e-commerce growth. So are any of them able -- are any of the brands able to, say, broaden their demographics or attract a new category of consumer or anything like that, but which brands would you call out most is benefiting from that?",0.33939393939393936,18.0
42,Ron Lombardi,"So Linda, for starters, I point to our power core brand. So Summer’s Eve, Monistat and DenTek are seeing nice share gains online as consumers are finding, in some cases, more broadly available product offerings. And a slightly different maybe competitive landscape than what they may face in brick-and-mortar. That’s helping us grow share there, but that, in a lot of ways, plays out across our broad portfolio.",0.3125,8.56
43,Linda Bolton-Weiser,"Okay, thank you very much.",0.38,2.0
44,Ron Lombardi,Okay.,0.5,0.4
45,Operator,Thank you. Our next question comes from Anthony Lebiedzinski of Sidoti & Company. Your question please?,0.0,8.33
46,Anthony Lebiedzinski,"Hey, guys. Good morning and thank you for taking the question. So yes, I appreciate the color as far as the Q4 -- Q3 and Q4 revenue, kind of how you’re thinking about it. Is there anything to call out as far as gross margins or A&M expenses or G&A expenses as we look at updating our models between Q3 and Q4, given your full year guidance?",0.30833333333333335,10.62
47,Christine Sacco,"Yes, Hi Anthony, this is Chris. So A&M spend should be higher in the third quarter, both as a percent in an absolute dollars. And then G&A is probably going to be consistent in the third and fourth quarters.",0.11666666666666665,9.3
48,Anthony Lebiedzinski,"Okay. Got it. Okay. All right. And then as far as the supply chain I think Ron, you mentioned it’s a tight supply environment. Are you seeing this across all -- most of your brands? Or just -- is this isolated to just some of your brands?",0.2845238095238095,7.78
49,Ron Lombardi,"It really is -- so the kind of patents we’re seeing could potentially impact really any of the brands in our portfolio. We’re seeing some tightness in general packaging and other kind of commodity-type products. For the most part, the API supply chain has been fairly good, and we work with our suppliers over the long term for them to carry safety stock, if you will, of API and other critical components to ensure that disruption and that wouldn’t impact our ability to produce finished goods.,So our focus is to make sure that we don’t have any meaningful out of stock at retail, so that we can continue to support our share and our share growth over time. And that will be the way that we continue to manage the supply chain over time. But [Indiscernible] at this point, we’ve been able to get through the current environment in such a way that we’re in a really good position at retail.",0.2638888888888889,16.3
50,Anthony Lebiedzinski,Got it. Okay. And my last question is you mentioned that the convenience store channel is challenged. It has been challenged here because of COVID. So what is your exposure to the convenience store channel?,0.25,6.97
51,Ron Lombardi,"I believe our total sales are in the high single digits as a percent of total company sales, although it’s concentrated in a couple of key brands. BC & Goody’s, Clear Eyes with our Pocket Pal business, Dramamine and Luden’s, to a lesser extent. And again, we’ve seen trends improve a little bit from the trough at the end of kind of June. But in a lot of ways, even though consumers are out and about more now than they were in the quarter ended June, they’re filling up their car with gas, but they may not necessarily be heading into the actual store in making those impulse purchases around BC & Goody’s or Dramamine or Clear Eyes kind of thing. So we anticipate a slow recovery in that space, Anthony.",0.10007142857142859,12.49
52,Anthony Lebiedzinski,Got it. Okay. Thank you and best of luck.,0.75,3.6
53,Ron Lombardi,"Thank you, Anthony.",0.0,14.53
54,Operator,Thank you [Operator Instructions] Our next question comes from the line of William Reuter of Bank of America. Your line is open.,0.0,8.04
55,William Reuter,"Good morning. In the earlier question about e-commerce penetration, I think one component of it was kind of lost in the shuffle. Your first quarter penetration was 10%. I don’t think -- I think I missed what it was for the second quarter. Did you give that?",0.30999999999999994,7.21
56,Ron Lombardi,"Chris, do you want to comment on that?",0.0,3.2
57,Christine Sacco,"Yes. So the first quarter, we highlighted that because in our Q, as you know, there’s a filing requirement and anything that over 10% needs to be disclosed. So that’s why we don’t ordinarily give out individual customers or channels. But the growth that we’re seeing in e-comm is still significant to triple digit. You’ll note in the deck that we put -- we talk really consumption around that. So again, still very consistent and strong e-comm growth in the second quarter as well as the first quarter. That’s why we didn’t highlight it.",0.17592592592592593,9.21
58,William Reuter,"Okay. Sounds good. And then while consumption across the board has been kind of flattish. There have obviously been certain categories impacted by COVID. I guess, do you anticipate that any of your brick-and-mortar retailers may change shelf space allocations to some of these categories, given the risk that COVID may continue to impact behavior for the next year or who knows?",0.3357142857142857,14.09
59,Ron Lombardi,"Yes. No, we’re not seeing any signs that retailers are looking to make changes to their product offering because of the, I guess, what I’ll call, short-term impact of COVID, but I think they generally change their shelves kind of annually. And at this point, we’re not seeing any indications that might impact Dramamine distribution over time. And even if they do decide to skinny up on the available shelf space in our categories, we wouldn’t expect to be meaningfully impacted because our brands tend to be the leaders with large shares in the category.,So if they decide to tighten up on motion sickness, clearly, they’re the impacting Dramamine, which is the leader, which invests in growing the category and has a 50-plus percent share. So that benefit of a leading position continues to play out in lots of different ways as an advantage for us. And that’s just another example of it.",0.2663265306122449,16.42
60,William Reuter,"Okay. And then just lastly for me. Last time you’d highlighted a leverage target, it was 3.5 to 5 times. You’re kind of slightly above the midpoint of that. Does that continue to be your target? And then, I guess, given potential M&A, have you spoken about how high you would take that leverage up given certain opportunities?",0.18428571428571427,7.4
61,Christine Sacco,"Yes. So 3.5 to five times continues to be our target. You’re right. We’ve now hit the midpoint of the target. We we’ve talked about likely our ability with our strong and consistent free cash flow, our variable operating model and financial profile, stepping slightly above five times. I don’t think would be out of the realm, with our ability to quickly get back in within the range within a quarter or two.",0.18915343915343916,10.06
62,William Reuter,"Great, very helpful. Thank you.",0.5,2.0
63,Ron Lombardi,"Thank you, Will.",0.0,1.2
64,Operator,"Thank you. At this time, I’d like to turn the call over to the Chairman, President and CEO, Ron Lombardi, for closing remarks. Sir?",0.0,12.93
65,Ron Lombardi,"Thank you, operator. Thanks again to everyone for joining us today. We look forward to updating you on the business again in a few months. Have a great day. Thanks.",0.25,5.67
66,Operator,"Ladies and gentlemen, this concludes today’s conference call. Thank you for participating. You may now disconnect.",0.0,9.62
