,0,full_statement,sentiment,GF_complexity
21,Tim Oliver,"Yes. I think the – we will – we’re likely to see that this quarter play out again. And in the third quarter to the fourth quarters, will look a lot like the third quarter. From a revenue perspective, there’s no reason to think that the markets that our customers sell into are going to get any better. And I would expect similar demand for us in q4 that we saw q3 and actually, in the same place, as I expect the mix to be relatively similar as well. I also expect it will hit a margin rate that’s similar to what we just achieved in this quarter. As you said, the cost actions we took in q2 are relatively temporary or an immediate, we’re making this shift to much more permanent productivity initiatives that will drive future period profitability and make that a more sustainable improvement to margin rate.,And I think on the cash flow side, Mike, as you said, we’re getting much more linear in the way we conduct their business from the top down from revenue on down through, it’s made a huge difference on cash flow. And the performance we saw in Q3 was outsized to our typical Q3 performance, I think Q4 will be – that’ll be good. We may have borrowed forward a little bit of typically very strong q4 cash flow into q3 that will still be – it’ll be positive and demonstrably so.",0.1552220117845118,15.03
22,Dan Kurnos,"And then just maybe Mike, obviously, they’re – the ATM is understandable, I know that nobody is really spending right now. But I’m just wondering how the conversations are going around ITM kind of future brands closure, where you’re trying to get stuff on paper. Now, are you thinking about that in conjunction with obviously, the strength you’re seeing in digital?",0.15510204081632653,12.05
23,Mike Hayford,"Great. Yes. I would say that the conversations that we are having across the markets, and it would be the European market Middle East, Australia, here in the U.S., the banking community is focused on the self-service bank platform. And as I mentioned before, we’re seeing it in the investment they’re making in the software, the digital platform, and what we are seeing is a clear pause and the use of capital and that has impacted the ATM activity.,To Tim’s comment, we are – we have been seeing $220 million to $250 million range on ATMs. So, we think that’s probably a fair number as we move forward and we think the market will roll from an ATM perspective. As we’ve talked about it for a while, which is relatively flat over the next several years, but the ATM, ITM is still a key part of the strategy going forward. We just think there’s a little bit of preservation of capital going on right now with our bank customers. But we’re not hearing anyone run from the ATM or ITM or touting that money is going away, or the need to deploy the ATM, ITM as part of a distribution strategy has shifted.",0.1394345238095238,16.08
24,Operator,"Moving on, we have Matt Summerville with D.A. Davidson.",0.0,3.6
25,Matt Summerville,"Thanks. Just a couple questions; first, Owen, I want to make sure I heard you correctly. You’re not anticipating a sort of normal seasonal sequential uptick in revenue for any of the businesses in q4 relative to q3?",0.21999999999999997,13.92
26,Owen Sullivan,"No, we’re not. And I think there’s a couple of things clearly, the market dynamic that we’re seeing, which is more of a contemplated spend on ATM is clearly what we’re hearing from our bank customers. The other thing, which both Tim and Mike touched on is a little bit of a cultural shift that we’re trying to instill here in the company, which is to create more of a predictable quarter-to-quarter level of performance from a revenue standpoint, from a EBITDA performance standpoint, and from a free cash flow perspective.,So, we have tried to instill. let’s not keep pulling things artificially left. you’ll see it even in the way that we have moved our software to – from perpetual to subscription, which has clearly changed behavior at the end of quarter and certainly at end of year of our salespeople out there trying to get that last big deal in the door, which creates pricing erosion when you do that, because we’re playing with the customers timeline.,So, we’ve consciously tried to make an effort to smooth out our performance quarter-to-quarter, which we think allows us to be a better performing business. and I think that the fact that right now the ATM market is behaving the way it is – just the – is more coincidental than anything else.",0.164375,31.87
27,Matt Summerville,"Got it. And then maybe, if you guys can spend a couple of minutes or a couple of seconds, just talking a little bit about what came in the self-checkout environment, its demand there remain strong, incoming orders backlog and if you think that strength has multi-year sort of legs underneath that, given the shift towards more fortune light transactions.",0.28645833333333337,26.67
28,Mike Hayford,"Yes. I mean, we – self-checkout or being able to manage your own interaction with effectively self-pick at a store, and then making a shift and we have been seeing that solid, the pandemic crisis, obviously, we think accelerated that and we’ll continue to push that forward. So, the ability to walk into a store and do your own self-pick, and self-checkout without having a person touch your items and as we talked in the last quarterly call, we actually have helped a number of our very large clients, activate pay from phone, pay from the app on your phone. So, you now even have the self-checkout device when you do the scanning. So, we think that that is solid. We think that this will given some strength going forward and we certainly saw that in the third quarter. Tim, you wanted to speak to the numbers or?",0.19079670329670328,12.58
29,Tim Oliver,"Yes. So, self-checkout accounted for more than all of the growth than the retail business and retail business goes up year-over-year? So, I’d say a bright spot in our quarter. And yes, we are looking forward the order book is strong.",0.5444444444444445,6.46
30,Operator,"From JPMorgan, we have Paul Chung.",0.0,9.07
31,Paul Chung,"Hey, guys. thanks for taking my questions. So, just a follow-up on self-checkout. Can you kind of walk us through the unit economics of sales? So, the ASP of the solution for a hardware standpoint, and then the relevant operating margins, and then the services and software offering over time, and then the life cycle. So, for example, the Watson group announcement, based on a number of stores, can we get to a number of free cash flow number from this deal overtime?",0.4,10.01
32,Mike Hayford,"Yes. I mean, all this generically, every deal maybe a little differently depending on where they’re at and whether it’s just a pure hardware deal. Obviously, when we self-checkout, there’s a piece of software that goes with it. some clients are moving forward with a little bit more comprehensive POS software upgrade, potentially or the ability to be able to manage the delay in self-checkout lane. They referenced before as we’ve gotten into the pandemic, the ability to do more frictionless and to do pick and a checkout. And then a pay off your own mobile device, our professional services team has had a lot of activity supporting and helping clients, not only third quarter, but also second quarter. So, I don’t know if I can – really, in a position to kind of breakout as you said, what is the average selling price? And what gets dragged along? Because I don’t – I think self-checkout is even more unique, it’s each individual sale versus maybe what we even see it in the ATM market.",0.15917207792207796,13.66
33,Paul Chung,"All right. Thanks for that. And then nice momentum on D3 with First Horizon, can you give us a sense of how to size up this win as well, then how quickly can you deploy the solution? And what’s the timing of revenues and earnings potential overtime?",0.35272108843537414,8.83
34,Mike Hayford,"First Horizon was actually, they are already a D3 client. So, what we announced in the press release is that they actually took and ported, they were running that on-prem in-house, reported that we’re now managing, we’re managing in the cloud, we – that’s an AWS cloud instance, we’re seeing most of the D3 clients wanting to move to the cloud. It gives the flexibility to really scale up rapidly, we need see peak. That’s one of the huge advantages of that product set. And we’re seeing most people, I should say, most recent clients like us and we want you NCR to help run that for us.,The First Horizon also had a large acquisition. So, we brought on that additional volume under the D3 platform and then they added some another feature function. So, the First Horizon deals, nice deals, and it’s really an expansion and a shift of a relationship that we’ve had for a number of years.",0.27602040816326534,11.41
35,Operator,And our next question comes from Katy Huberty with Morgan Stanley.,0.0,8.04
36,Katy Huberty,"Thank you. Good afternoon. Tim, I just want to revisit your comment about the December quarter when you talk about similar demand. Does that mean you’re thinking about a year-on-year decline in the 13% range that you’ve seen the last couple of quarters? Or does that mean that revenue is flat sequentially?",0.008333333333333326,9.23
37,Tim Oliver,"No. So, I think revenue will be up modestly, sequentially. So, the number you just described is probably about right. Look, there’s a lot left to go in the quarter and anyone feel can swing that a percent or two. Right So – but I do think that as we sit here today, demand, particularly in the things that we can measure easily, like hardware looks to be very similar to what demand was in Q3.",0.18163265306122447,10.76
38,Katy Huberty,"Thanks, Tim.",0.2,0.8
39,Mike Hayford,"The prior question around a big end of quarter, end of year spike in the hardware business, I think all we’re saying is we don’t necessarily see that occurring this year. A part of that is due to the shift in our business model and trying to smooth those out and part of it, quite frankly is due to COVID. And probably more so the banks, it’s really – it’s really a tale of two halves, the bank sitting there saying, let’s see what happens with the marketplace and economy before we start spending money on the ATM. So, while we think that will start to flow out, we’re not sure that’s going to hit in the fourth quarter here.,And then on the self-checkout, you have the normal end of the year they – they’re too busy executing, and this year in particular, too busy running their stores to really be popping a bunch of new skills on the floor. So again, we think it’s going to be slightly sequential out from third quarter; but maybe, not the big pop we’ve seen in prior fourth quarters.",0.06125541125541126,16.6
40,Katy Huberty,"And as we think about EBITDA margins into next year, just from a high level, obviously, the weaker mix of hardware is helping this year, as hardware starts to recover in 2021, do you think you can take out costs fast enough that that you will be able to offset that and you can continue to expand the EBITDA margins in the medium term?",0.14333333333333334,27.48
41,Tim Oliver,"Yes. Yes, absolutely. So, the cost takeout that we’re working on currently, I would say is more indirect, or associated with our services and software businesses and not necessarily with our production or manufacturing footprint. That’s being planned now and you can imagine we’re going to size our capacity to a level of output on both ATMs and SCO that is more like what we’re seeing now. So that there has to have some costs come out and we expect to get that that over the course of next year.",0.19999999999999998,16.0
42,Katy Huberty,"Okay. And then lastly, Tim, you mentioned higher reserves in the hospitality business. Can you just talk about where losses are running right now and where the accrual set versus say what you saw in the business in the financial downturn?",0.20714285714285713,11.13
43,Tim Oliver,"Yes. We have not seen an increase in the number of defaults. And in fact, we’ve been very pleased with the reserve levels we had in aggregate. We did take a little bit more on specific customer accounts that turn negative. So, these were very specific targeted adjustments. On the remainder of the reserve, I’d say that we are in very good stead for the smaller accounts and for the more general reserves.",0.21224999999999997,9.13
44,Katy Huberty,That’s great. Thank you.,0.8,1.6
45,Tim Oliver,Sure.,0.5,0.4
46,Operator,"Moving on from Oppenheimer, we have Ian Zaffino.",0.0,8.2
47,Ian Zaffino,"Hey, great. Thank you. Can I just delve a little bit more into maybe, hospitality and retail? And there’s a sense of what’s driving that business particularly in retail, is that all larger customers, is that one large customer is pretty broad based? What do you think there may be smaller customers and there may be to do the same exercise for the hospitality business as well? Thanks.",0.18235930735930736,10.84
