,0,full_statement,sentiment,GF_complexity
12,Karl Blunden,"That's very helpful. I think it sounds like it aligns with Big River being the number one priority for the business. Just – probably more granular item on the $150 million of Mon Valley CapEx, you do indicate that it'll come from the export credit agreement to some extent, is there a way to kind of give us a frame how much can be funded that way versus coming from cash? I think that's important for the liquidity picture.",0.31666666666666665,10.45
13,Kevin Lewis,"Sure, Karl; this is Kevin. I would expect us to be able to leverage the export credit agency financing we have in place for immaterial amounts of the $150 million that we just described as Christie just walked through. So I think order of magnitude, call it somewhere between a little bit – more than $150 million of availability on that facility.",0.328125,11.51
14,Karl Blunden,Okay. Thanks very much.,0.32,1.6
15,Operator,Thank you. Our next question is from the line of Seth Rosenfeld with Exane BNP. Please proceed with your question.,0.0,4.0
16,Seth Rosenfeld,"Good morning. Thank you for taking our questions today. If I can ask a question on balance sheet and cash generation fees, obviously the very strong cash generation in Q3 with driven principally by working capital. I remember at the time of Q2 results, you've guided to a second half release of 250 and have achieved all of that in the third quarter. What should we expect for the fourth quarter in terms of working capital performance? Is there need for transaction reinvestment going forward as volumes continue to recover? I'll start there please.",0.15666666666666665,9.68
17,Dave Burritt,"Yes, thanks for that. And I think you all know that we spend a lot of time on this cash management, in fact, reward structures are based upon the cash conversion cycle time. So Christie and her team actually look at cash each and every day. And again, as I said the incentives for our employees, a short-term incentive pay across the whole company is focused on this portion. And we'll continue to make sure that we keep pushing on cash, but I think Kevin, you had some more on that.",0.27999999999999997,10.36
18,Kevin Lewis,"Sure, Dave. A really great point, and Seth, to your question, I think we are going to continue to be hypervigilant, when it comes to managing all things related to cash, but especially working capital and inventory levels that are respected facilities. The first goal is obviously always to be able to support our customers in an increasing demand environment, obviously that is ever more important. So we'll continue to look at the order book, see how orders are coming in. I wouldn't expect us to have to build a material amount of inventory that flows through working capital. So I think for purposes of the fourth quarter, we're going to make sure we're well positioned to support what we believe will be a strong year into 2021. But don't expect any significant need for cash in the fourth quarter to build inventory, to support that expected increased demand.",0.2598958333333333,14.22
19,Seth Rosenfeld,"Okay. Thank you very much. So I suppose that's guiding from being more neutral on a quarterly basis, is that correct?",0.42,6.1
20,Kevin Lewis,I think that's a good approximation.,0.7,9.07
21,Seth Rosenfeld,"Fine. And a separate question please on Europe. Obviously in Q3, you've benefited from – it looks like an FX translation of benefit and also electricity compensation rebate. Can you quantify those and comment on the recurrence of those? Thank you very much.",0.2255555555555556,10.83
22,Kevin Lewis,"Sure, Seth. On the electricity rebate, that's something that came in specifically for the third quarter, so you're absolutely correct in calling that out as a non-recurring event moving forward. That's about a $10 million impact in the third quarter that we wouldn't expect to occur into the fourth quarter. And then if you look at the bridge chart 2Q over 3Q that we provided in our summary earnings materials. The other category is largely reflective of the FX benefits that we had in the third quarter. So that should help you to think about the size of the one-time impacts or FX driven impacts in the quarter. But I would say looking forward for Europe as Christie described in her remarks, we continue to be extremely impressed with the cost and cash management of that business. So we'll look to continue to build, the positive momentum and expect that segment to continue to perform well in the near future.",0.1763798701298701,12.66
23,Operator,Thank you. Our next question is from the line of Chris Terry with Deutsche Bank. Please proceed with your question.,0.0,4.0
24,Chris Terry,"Hi, David and Christie. I just wanted to ask a little bit more about key tech. So you’re restarting just wanted to be clear that's really to do with managing your raw material inventory through the winter period, as I understand it. Just wanted to check that's not related to HSE now at 700 and anything that might restart on the block Venice side? Thank you.",0.05453296703296704,9.63
25,Dave Burritt,"Thanks for the question, Chris. Yes, what we're doing is making sure we have the inventory levels through the winter months, how the locks close up. So this is clearly an inventory related, we've had some good success with the seaborne market in terms of selling the pellets and things like this, but this decision that if we make it, we’ll be to make sure that we get through the winter months, it's clearly inventory related – tied with our customers.",0.26666666666666666,12.28
26,Chris Terry,"Okay. And then my second question on Big River. I wondered if you could give an update on how long you think ramp up of size two might take and what the product qualification of the substrates, the auto sector? How long that might take as well? And then just any lightest thoughts on how you're thinking about the potential reminder of that asset that you tied on? Thank you.",0.06666666666666667,8.14
27,Dave Burritt,"Yes. Thanks for that question as well, and Rich, I'll turn it to you in a moment here. But as I said before, Big River Steel, they clearly exceeded our expectations. And when we talk with Dave Stickler and his team, one of the things they say about the Phase 2 ramp up, and their favorite words are on budget and ahead of schedule. And they're certainly demonstrating that going a couple months faster than I think even they expected they could do it. So we're very pleased with the progress that they're having there. And as I said in my opening remarks the work on GEN3 is clearly impressive.,And answering an earlier question, as far as the timing of getting to the future faster, as I said, I'd like to have done that yesterday. And I think I said that on the last call, but we have to see how things go and as long as we're making progress, we feel very, very optimistic that we're going to be able to exercise that option at the appropriate time in the future. Rich, maybe something else here.",0.19601503759398495,11.5
28,Rich Fruehauf,"Sure, Dave, thanks. And I think Chris asked, how long will it take for them to ramp up Phase 2. My – our expectation would be that they're very experienced in startup, they did on Phase 1, so we would expect Phase 2 as well to be ramped up relatively quickly. Obviously they're finishing ahead of schedule, the completion of the construction. So I think everything is, excuse me, pointing to a positive direction as far as Phase 2a coming online as soon as possible. I mean, this is a very experienced team, this is their core competency building and starting and running mini mills. So we have a lot of faith that they'll get that done as quickly as possible. As far as the qualifications, those are processes that can vary from customer-to-customer, from OEM-to-OEM, but we're very optimistic that we should hopefully have some results in 2021 for 2021 platforms.",0.19431818181818183,11.02
29,Dave Burritt,"They're really extraordinary of course building mini mills and then – as well as operating mini mills and we saw that firsthand with our EAF number one in Alabama, where they were generous with their training and, help as we launched first arc here recently. So we had their folks come in and provide some coaching and guidance, and our folks went to visit them. So, it's really been a great collaborative effort. So we expect them to stay at their word as the way they work, which is on budget and ahead of schedule and I expect that to be the same, ramping up safely and making sure that, we get the volumes necessary to run that facility extraordinary well, they've demonstrated they can do it so far, I don't know why that would change.",0.27424242424242423,16.25
30,Operator,Thank you. Our next question is from the line of David Gagliano with BMO Capital Markets. Please proceed with your question.,0.0,4.2
31,David Gagliano,"Great. Thanks for taking my questions. Just one quick follow-up from the previous commentary on the Mon Valley project, after that $150 million spend in 2021, how much is left – how much CapEx is left to complete that project beyond 2021. And what's the timing on that incremental CapEx?",0.18333333333333332,9.08
32,Kevin Lewis,"So David, I’ll address your first question around remaining capital, and then maybe we can let Rich talk a little bit about how we think about we proceed from here, given some of the other considerations with that project. But first and foremost, we think about what's been spent so far, including the $150 million that we plan to spend next year. I would think order of magnitude, the remaining spend would be somewhere between $1 billion and $1.2 billion for the remainder of the project.,But as Dave and Christie both talked about in their remarks, we feel comfortable and confident that if we can proceed with the equipment purchases, especially given we have financing to support the vast majority of that in 2021, that'll put us in a good position to have the equipment in hand and give us some optionality and flexibility, but maybe I'll let Rich talk about the optionality and flexibility and how we think about proceeding from there.",0.18124999999999997,25.4
33,Rich Fruehauf,"Yes, sure. Thanks Kevin. So with respect to Mon Valley and project icon, there are a number of permits that are required to proceed. We're pursuing those as fast as we can, obviously there've been some impacts from COVID on some of the critical path permits. So we continue to try to work and get those in place, but that's obviously a stage gating item as we think about the CapEx spend for Mon Valley and why we need to be nimble and maintain optionality.",0.15,13.67
34,David Gagliano,"Okay. Is it – from a modeling perspective, should we assume that the majority of that incremental spend is in 2022 or spread evenly between 2022 and 2023?",0.5,16.91
35,Kevin Lewis,"I think what I would say David is that for 2021, $150 million is the right number we're going to leverage the ECA financing that we have, and we will choose the appropriate time what market conditions support it when the cash flow generation of the business support it, when cash and liquidity support it to move forward with the resumed groundbreaking and construction of the facility. But for now we're focusing our attention on the equipment, getting it continue to be built out and leveraging the ECA to make as a cash smart approach to proceeding with endless casting and rolling.",0.21875,25.11
36,Dave Burritt,"I think that's well said, Kevin, the key word in all of this is really the optionality. So we can decide to put it in Mon Valley, we can decide to put it somewhere else. We have a lot of flexibility to decide where this goes and when we pull the trigger on all of these things. So we'll have to see how COVID-19 moves forward. And we have to see how the permitting process works. We're going to make sure that we take care of our customers, and we're going to put the equipment in place to make sure we deliver the most value keeping – making sure the employees are taken care of, as well as the stockholder. So again, the key word here is optionality. We're going to keep the flexibility and we're going to make sure that we have this endless casting and rolling put in place at the appropriate time.",0.3075,9.57
37,David Gagliano,"Okay, great. And then just switching gears, my other follow-up question on the 40% of annual contracts for 2021. I was wondering if you could provide an update on the negotiations, the auto producers for 2021, and also if you can speak about your 2021 met coal contracts and costs there as well. And then the third part of that question the $51 million improvement in overall maintenance and outage costs in this quarter, obviously, I'm guessing a big chunk of that was with a ramped up production rates, but should we expect outage costs to hold that lower level moving forward, given these restarts or is there anything upcoming on the maintenance side that we need to be thinking about that would move that quarterly bridge in one direction or the other over the next few quarters? That was my last question.",0.07727272727272728,17.12
38,Kevin Lewis,"Yes. Sure David. Let me work backwards on your questions here. And I'll let Dave speak a little bit about negotiations with customers here at the end. But related to maintenance and outage, I think that from a maintenance and sustaining CapEx perspective, we continue to be extremely diligent to understand the maintenance and outages that are required in a given year to support our customers. So as you heard from Dave, our focus remains on safety, environmental and reliability related projects. So we'll put those at the top of the list from a priority perspective. And we'll be disappointed and prudent how we proceed and other types of investments, but nothing probably material in the fourth quarter or for next year, if we think about big maintenance and outage costs.,On the coal side of things, we'll have some more information for you probably on our next call, probably a little bit too early to get into the details now. But maybe I'll let Dave then conclude with where we are with customers.",0.015000000000000001,13.35
39,Dave Burritt,"Yes. Thanks. I guess the annual contract negotiations in this market environment, frankly, they're going very well. I think the most important thing that we need to keep in mind is when it comes to discussions with our customers, we make sure that we present them with the U.S. deal value proposition, and we're actively engaged with those customers on the critical issues that are most important to them. And of course, there's always the price, but there's the quality. And for us now, it's the innovation with certainly our Best of Both strategy and the successes that we're having early on with Big River steel. And the core service really matters a lot, just to name a few of those things.,For us, we're moving up the food chain and so we're having – we're showing very good win rates with the new platforms and in the strategic markets where we want to compete and compete well. We're able to show that we have a differentiated value proposition. And of course, I think everybody knows this when you're dealing with customers. The most important thing is to listen to them, have the dialogues with them, understand their goals and their targets and how you fit into their future.,And the closer you get to the customer and the better you understand where they're headed. I think it's better for everybody. And I think you probably saw our announcement, we have now clear irrefutable focus with Chief Commercial Officer that we got from outside the steel industry, and we feel greatly, Ken Jaycox is off to a great start and understanding the customer base and we're expecting to bring some greater customer intimacy and focus, making us more customer-centric organization moving forward.",0.31597927325200054,14.5
40,Operator,Thank you. Our next question is from the line of Nick Jarmoszuk with Stifel. Please proceed with your next question.,0.0,4.0
41,Nick Jarmoszuk,"Hi, good morning. Question on the Fairfield, EAF. In the earnings presentation, it says savings on seamless are $90 per ton. Can you give us a sense for what the gross cost savings are from that?",0.26666666666666666,4.71
42,Dave Burritt,"Yes, Nick. So, I mean, that's obviously going to have some volume dependency to it, but let me unpack the $90 per ton a bit for you so you’ll have some context. And then when we size the opportunity to reduce in-sourced rounds cost compared to externally sourced rounds, I mean, we're one of the big drivers was kind of just a transportation and logistics component to the cost structure of having externally sourced rounds.,So our belief is that obviously the energy market is challenged, which may lead to lower levels of utilization at that EAF initially, but we think we can be cost competitive on a per unit rounds costs, which would be much lower than our externally sourced pellet, especially taking into consideration the freight savings we would have getting what was once a third-party supply round to our facility versus having that on campus at Fairfield. So, probably more to come, we'll see how the EAF ramps, how the tubular business boost forward. But we're pretty confident that $90 per ton is achievable across a pretty wide range of utilization level at the electric arc furnace. So a good opportunity for our tubular business to achieve some significant structural cost savings.",0.12250000000000001,19.65
43,Nick Jarmoszuk,So in terms of the savings is going to be flowing through the Tubular segment?,0.0,6.0
44,Dave Burritt,That's correct.,0.0,0.8
45,Nick Jarmoszuk,"And of the shipments, can you give us a sense for how much of that business is seamless?",0.15000000000000002,7.2
46,Dave Burritt,"Sure. So as we discussed on previous calls, we had indefinitely idled our Lone Star operations with our sole welded pipe facility. So as we look at the third quarter shipment volumes, we're about a 92% mix of seamless in the third quarter. And we would expect that to continue to increase to a higher percentage of seamless mix as we focus and consolidate our operations in the Fairfield.",0.09791666666666667,13.26
47,Operator,Thank you. Our next question is from the line of Timna Tanners with Bank of America. Please proceed with your question.,0.0,4.2
48,Timna Tanners,"Yes. Hey, good morning and happy Friday. Wanted to first off, congratulate you on starting up the new EAF and ask you about that. Second, but my first question was regarding the Flat-Rolled market into the fourth quarter. And if we think about the mix, given that hot-rolled is up to almost $700 a ton, it's had a big move, but with automotive recovering so sharply, I've heard that you're really busy with automotive contracts, which aren't as tied to the spot market. So just trying to get the sense of your mix in the short-term, keeping in mind, of course, your long-term, you've laid out.,And along the same lines, can you just tell us why the configuration remains as it is given the very strong demand and Gary Works with the blast furnace there, what you would think that that might be a target to restart soon. So I just wanted to ask about that again. Thanks.",0.20533549783549784,11.79
49,Dave Burritt,"Okay. Thanks Timna. I think as we look forward into the fourth quarter, we would certainly expect average proceeds to increase. We continue to believe the automotive book of business will remain strong, and we're certainly seeing that. So we'll look to really optimize on mix and pricing outcomes as we balance contractual obligations and fixed price contracts with participating in the spot market.,When it comes to the blast furnace at Gary, I mean, I think we've said it many times before we continue to evaluate the order book. We continue to configure the operations to best meet the order book and the needs of our customers. At this point in time, we don't we haven’t made a decision on Gary number four. That's currently not in our restart plans, but we'll continue to evaluate it moving forward. But first and foremost, we're going to take care of our customers. And we'll keep a close eye on the order book and sure we have the melt, we need to support their demand moving forward.",0.2432936507936508,11.48
50,Timna Tanners,"Okay. And then back to tubular again on the new mill. So great startup but I have heard that utilization is pretty low, again, pointing to the weakness in the energy markets you point out. So what is the utilization across tubular if you could just remind us of that. And like you said, the $90 per ton depends on your utilization. So can that EAF be profitable at these levels? And are there other uses of those rounds that you produce perhaps to optimize the facility?",0.22305194805194808,7.64
51,Dave Burritt,"Sure. In the third quarter, we shipped about 60,000 tons of seamless pipe out of the Tubular segment. And as I mentioned, I'd expect that to continue to be an increasingly higher percentage of our total mix in tubular since Fairfield will be our sole operations. So looking forward, we won't comment specifically on where we expect tubular volumes to go, but I would expect us to be able to more fully leverage that EAF, given that we'll be moving towards pretty much 100% mix of seamless pipe in the tubular business.,And when it comes to utilization, I mean, I think your question, Timna, really validates why having an electric arc furnace in your footprint is so important. We know that you can run an electric arc furnace at lower levels of utilization. You don't have the inherent inefficiencies or frictional costs of operating some of the integrated assets.,So we are confident that we can operate the electric arc furnace at a level of utilization that's cost-effective and expect to see other cost savings related to the in-sourcing of rounds like transportation, which should provide a tailwind for that segment moving forward. So that's where we are currently, we'll keep you updated if our views change, but the current business case is to leverage that furnace for rounds production for internal consumption.",0.153125,18.76
52,Operator,Thank you. Our next question is from the line of John Tumazos with John Tumazos. Please proceed with your question.,0.0,6.0
53,John Tumazos,"Thank you. With the lower CapEx target for next year, do you have a specific target in mind for debt reduction next year with improving steel prices in markets? Or are you teeing off to buy the remaining half of Big River Steel next year? And that's why the CapEx is so restraint.",-0.027777777777777776,10.1
54,Dave Burritt,"Well, thanks for that question. Obviously, we have a lot to think about here. And as we think about our balance sheet, what we tried to do, we look in terms of liquidity, the fixed charge ratio and making sure that we have 1.5 times that amount. So we think of liquidity about 1.5 million is the way we think about managing our cash through this next year. And depending upon what we see in terms of customer demand, what we see in terms of cash flows and what we see about the future, we can make the determinations of how much we'll pay off in terms of debt or an effect exercise the option on Big River Steel is a possibility or pursue other capital expenditures.,Typically we don't spend a lot of time talking about 2021, but I know in this time, it is very uncertain about what happens with COVID-19 and while it does seem like uncertainty is the word of the day. We go back to the optionality that we have with all this cash that we're carrying. So we can decide what are the best moves that we can make with, again, our top priority of course, be in Big River Steel than the endless caster than the Gary hot strip mill. And then frankly, the Dynamo line in USSK. So those are the priorities in terms of our CapEx and I think Christie is going to add something.",0.16875,13.27
